gender,emotion,mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc0_std,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc14_std,mfcc15_std,mfcc16_std,mfcc17_std,mfcc18_std,mfcc19_std,mfcc0_max,mfcc1_max,mfcc2_max,mfcc3_max,mfcc4_max,mfcc5_max,mfcc6_max,mfcc7_max,mfcc8_max,mfcc9_max,mfcc10_max,mfcc11_max,mfcc12_max,mfcc13_max,mfcc14_max,mfcc15_max,mfcc16_max,mfcc17_max,mfcc18_max,mfcc19_max
male,fear,-701.26404,53.454063,11.73071,14.214981,9.113017,5.0550976,-1.9955852,2.060118,0.7770838,1.9202043,2.5396738,-1.461653,2.2907407,0.84484595,0.9870092,3.5887575,-1.6406643,1.2785232,1.9349552,1.6140119,194.88394,55.732487,16.748072,20.804558,14.025196,15.548096,15.292919,10.304041,9.026152,9.621514,6.9944153,10.657837,7.537251,7.4419866,6.673808,4.8067517,9.227285,5.778757,5.8984237,5.19049,-376.95117,210.9417,56.799522,65.225204,39.466297,35.461372,15.564087,20.511139,13.195473,22.359299,13.961514,17.443098,21.299507,21.260187,13.768328,15.40164,8.709349,12.816196,16.404505,14.025101
male,surprise,-590.00433,37.16315,4.4034543,7.053691,2.1119554,1.3997569,-0.8423032,-2.766018,-4.665204,-2.740565,1.6694629,-0.8614135,-3.3490422,-2.484325,-0.25736764,-2.0694063,-0.50529194,-1.4940927,-1.3709896,0.7102573,176.8618,46.248573,14.9046335,17.538633,17.639065,12.423006,14.297137,13.70305,13.106813,12.325915,9.337071,9.076295,11.179541,9.745529,6.74496,10.229284,9.567346,9.021814,9.4402485,8.483778,-255.30704,181.87318,43.552605,51.488014,34.846348,20.714108,18.136948,17.086103,11.018989,11.6464405,19.73769,15.27038,7.747547,12.090153,8.543703,16.686296,18.558743,22.847115,14.749366,30.51049
male,neutral,-692.8558,55.3639,-1.5483195,16.038307,8.81881,-0.14658655,-1.3733921,-5.29318,-11.623183,-1.3482835,0.8437145,-2.6412783,1.0172498,-3.2715342,-0.12507746,0.41549566,-4.5127015,-0.98116016,-1.9375049,0.53967935,185.0503,66.308495,19.290407,19.345299,17.269623,12.09633,10.994115,11.992072,17.111732,8.362706,9.127846,9.430248,9.277677,8.0138035,6.8805285,4.8212566,9.569302,4.9680433,6.6563888,4.19737,-363.5507,194.97197,59.571133,64.09575,48.868107,24.488598,22.07126,21.058552,8.576142,17.01044,20.866905,13.476914,39.858543,9.668144,24.269985,12.586897,10.210186,13.390223,10.713772,10.956112
male,fear,-628.3461,49.042095,5.160633,9.610722,7.012378,1.5414566,-4.6221848,-1.0015008,-5.5897074,-0.49504068,0.5755795,-4.3700004,4.0506263,-1.2159373,-2.8961647,0.39796564,-5.1664357,-0.43659952,1.2513164,-0.78311455,186.16156,62.492943,18.691174,19.985416,17.13906,17.307013,15.99379,11.041445,13.22049,7.8786616,8.410277,11.690706,8.703579,8.603165,8.188535,5.9230084,10.499821,5.545754,7.4821944,7.7105646,-328.42596,187.26645,56.21571,58.192284,54.25615,25.815992,18.159294,22.606892,12.589811,10.879829,17.720583,17.136219,35.771755,14.285425,8.927465,13.416953,6.6623282,11.118143,16.694141,17.190298
male,happy,-434.43948,48.289837,-12.470585,13.043016,3.9301155,-12.64649,-14.257563,-6.722171,-7.491051,-0.93832636,-5.8704305,-2.0011516,0.9657637,-4.7549844,0.59841436,-0.203863,-5.8093944,1.2711287,-3.1669059,-0.38599458,161.88739,51.549107,26.142021,23.90937,22.29875,27.30709,18.313465,12.554968,14.034294,11.819234,12.523804,11.716467,9.357107,12.472275,8.471066,8.673569,11.498451,6.561804,9.490091,9.0845585,-183.17296,151.24536,45.79888,61.05518,46.49193,38.05219,34.739227,15.63224,17.427267,26.4818,15.384481,18.199791,20.355925,18.18183,20.55457,17.190573,19.224068,18.714613,23.789078,19.76239
male,sad,-700.6417,82.07693,9.28364,28.7637,18.899244,7.049787,-5.4760575,-9.066193,-8.492259,1.0609128,-3.3077428,-11.571926,-1.1155969,-0.71425295,-7.227004,0.78532994,-0.56678444,-5.4795775,-5.3877845,1.3577061,160.40163,57.36741,22.011808,16.51805,14.157835,19.69436,12.3737135,12.895719,15.128836,7.9991302,7.6325593,12.1617,7.251714,8.301034,8.946385,6.086386,5.0391464,5.507367,7.554366,5.479266,-405.75388,198.85123,59.87412,70.97516,59.168617,52.34344,19.32034,10.33767,15.636522,31.15536,23.639338,21.084068,18.57965,19.141418,10.04027,16.180206,11.96332,7.5763264,17.102509,17.423563
male,surprise,-566.9929,53.434135,-2.192702,13.196089,3.6094956,1.2126044,-8.423932,-13.740657,-9.800324,-3.335228,0.057782136,-8.794668,2.3004112,1.0246692,-2.337546,2.6342309,-7.078794,-3.7134876,0.04488102,-4.0058503,184.02898,63.67953,29.668543,25.657389,21.142374,23.56977,15.129158,22.850637,14.016651,11.683992,11.744023,12.876896,10.416508,9.352856,13.115492,7.681356,11.064062,9.5667,7.91139,8.506834,-260.37955,168.49414,101.029625,74.64023,59.453194,56.61529,20.824223,17.750265,10.768301,15.184542,31.94235,16.574472,26.277216,24.492832,28.460777,38.706875,14.423375,19.067425,20.170486,9.193489
female,happy,-465.52606,29.992506,-30.15968,-6.868288,-4.911932,-18.733946,-8.147643,-12.083958,-12.618268,0.47691026,-10.523125,-1.488617,-5.7513328,-0.33569053,6.1301317,3.9452782,7.115832,9.514678,0.44184503,2.4365504,167.80353,39.09961,41.578957,32.45217,15.834369,22.63901,14.668004,15.009041,19.031212,9.871208,14.77593,9.777123,15.017625,19.198673,18.683323,18.915375,19.357363,20.221365,15.076487,16.18042,-151.81819,125.44533,50.795372,61.47294,21.911308,15.802416,21.955887,16.182432,13.803499,32.27016,7.5533857,29.43426,35.339237,78.82875,69.93074,65.81471,64.50116,75.835754,51.513283,59.117664
male,angry,-442.8406,28.982008,-17.222452,-2.2360399,-5.367418,-8.364563,-6.042027,-5.6550603,-9.115151,-6.7770934,-4.5579214,-4.5813584,-4.450674,-3.902214,-6.5243273,-0.26328906,-7.4807367,-0.40622637,0.46175426,-0.56223255,188.48087,45.560066,28.250628,16.498507,17.454268,16.725674,13.615785,11.59463,14.143908,11.52796,9.505674,7.9286613,10.369661,7.7391214,10.806341,4.871113,12.117114,11.545704,13.088503,14.68867,-102.07836,173.83649,21.776875,44.410427,14.720028,21.342209,15.983557,16.213917,4.4980135,12.651836,10.872616,4.3841743,14.690245,15.408782,6.398086,15.30405,7.594778,49.338543,60.651123,50.79692
female,happy,-485.5585,32.210354,-29.872738,6.866108,-11.342902,-14.860304,-6.806929,-15.646826,-3.9503899,-7.934324,-9.380689,-2.202927,-11.6284895,-0.3621133,-6.5941153,-6.231518,-0.5115387,0.73108596,-0.86298656,1.8722588,163.29927,42.468987,43.797356,19.72526,21.295677,19.386654,14.492188,17.885826,11.15664,12.587215,11.010108,9.739997,15.048094,7.9065437,8.322938,11.6114025,14.292997,13.864999,15.667845,13.415394,-143.62553,123.17284,33.822197,59.477837,15.903163,6.376589,22.826643,9.183324,22.962072,15.562354,1.0598788,30.979002,12.313139,24.4076,5.4319806,28.215265,59.805218,58.369305,62.461964,66.01045
female,fear,-426.57468,12.622466,-29.74644,-7.9797416,-12.769198,-19.707577,-17.036774,-19.436758,-10.6579685,0.31617066,-0.4778445,12.251077,9.518756,10.321465,4.2635074,-6.149833,-4.1951337,0.2126099,-3.9508524,-3.075744,142.72429,32.028046,40.771103,29.128588,18.819685,21.292547,16.084661,21.686924,14.38286,11.590578,16.649307,20.762758,15.779492,18.957323,17.708044,14.497079,9.801063,9.720385,10.966328,11.969964,-137.70076,111.59097,21.532267,35.806614,11.762664,0.56845903,9.122763,9.437641,25.025978,34.137955,47.71842,64.75577,61.896088,74.831635,60.89514,40.20404,27.864475,32.182533,29.339424,31.206167
female,disgust,-549.81213,47.06897,-15.313465,-0.72372454,-11.330708,-5.2434406,-13.013493,-15.76116,-5.324897,-2.736968,-11.184813,-0.12918532,-9.21057,-3.396351,-5.288243,-6.4769797,-2.762228,-4.140563,-6.278329,-4.4491134,170.80165,62.211388,35.005627,25.915516,22.910807,19.49038,15.9666605,19.843033,13.8543005,8.970925,12.759733,9.695288,13.468068,7.3445783,9.0115185,8.347952,6.0579967,6.235449,8.159523,7.257582,-276.29288,180.24724,72.973625,73.30126,23.80947,33.077698,9.140509,8.068925,29.972904,17.405647,7.695329,38.08538,7.350148,11.559759,13.424033,7.170383,12.242109,9.526154,9.414902,7.0239563
male,calm,-608.01807,76.910805,-1.7398642,18.734133,12.7859125,-1.199599,-1.9854304,-10.171736,-6.2175975,0.49271175,-1.0543064,-2.61252,0.29704738,3.7357745,-0.5785813,-0.68518466,-2.4133651,0.83281726,-1.0838197,-2.5322046,165.23051,68.17198,28.638042,23.610785,15.302173,18.5514,14.748039,16.296034,10.879593,10.585492,11.792189,8.53818,8.554184,7.2004585,7.3172774,6.4427214,9.498062,5.62224,5.949579,6.2700024,-347.15085,204.20029,55.897346,81.41791,56.405922,46.493027,42.483616,35.307327,12.69766,24.827557,34.8433,17.49207,19.697227,25.53514,18.6801,15.3273,20.143044,13.527587,12.283163,12.587457
male,angry,-420.4946,37.324593,-4.71846,6.7709246,-0.23654121,-7.0914125,-6.5153756,-0.18841334,-8.05397,-0.56656533,-0.25173852,-5.619007,0.44407645,-0.13959645,-5.2665033,1.4018981,-5.801893,-3.6631608,-0.8824345,-2.4546056,176.70012,45.76154,25.522581,25.914833,21.51561,20.680954,17.43548,9.761424,13.918563,8.986552,8.738937,9.527242,8.182831,6.8769608,8.6593485,6.332314,8.837627,6.9749975,4.7892365,7.835862,-105.88718,154.20168,56.083214,76.41647,41.656326,34.60872,26.623974,34.501667,17.921326,29.479439,26.908691,11.623413,27.238857,23.18974,10.412102,20.454075,9.582291,8.465227,12.240812,11.162922
male,calm,-801.6312,63.451565,21.316477,22.81147,15.832622,10.119567,-1.6117529,-3.0529974,7.5037875,5.764486,-0.68091244,8.796834,1.6959836,0.90910995,2.0746715,2.0794885,-0.06515977,2.9920797,-3.3144438,5.289869,148.37453,52.068703,23.257723,17.785662,13.351821,12.063408,10.107583,10.236621,6.8365507,7.645968,8.794998,8.017366,7.4538283,6.5114064,5.9300003,4.7727013,5.354033,4.199309,5.5374985,4.9110575,-548.2692,166.40814,114.894615,65.04061,59.241997,44.664062,16.208855,14.931495,25.885633,27.367188,13.413727,27.356913,18.182438,15.276907,18.787035,17.087414,10.408243,15.818205,6.757655,24.69888
female,disgust,-561.3209,17.590826,-6.509107,-11.442612,-10.626551,-11.461067,-14.088865,-13.513495,-10.363774,-3.120889,-8.715495,-9.468601,-4.4030876,-3.8329232,-6.377485,-3.0807707,-1.2893018,0.08936645,0.017987879,0.41869864,161.81027,46.092148,27.212801,23.921602,24.528185,22.160677,18.675789,17.01646,14.040263,7.309517,11.642446,11.182193,8.444026,8.243817,11.815262,12.229122,13.305241,12.202616,11.172337,13.227504,-249.69366,152.1437,52.000793,40.06247,30.473316,22.010029,14.968636,11.548568,12.012859,15.371481,11.371641,7.839413,24.224323,22.425434,34.630272,50.95945,47.435406,45.729366,40.813843,49.955734
female,fear,-569.3612,33.500244,-25.722399,1.9065825,-11.115143,-8.923905,-7.3086634,-16.626797,-6.7482615,-5.9886703,-7.158734,-5.2317195,-5.986692,2.8174093,-6.734749,-4.4758325,-3.0557122,0.040180087,1.126393,7.478913,169.46703,39.96869,33.98217,19.505465,19.100855,15.096121,13.583613,16.822495,13.330879,10.4761915,8.767806,10.694134,12.9727745,6.399543,8.74787,6.9776244,9.098692,11.064938,12.2068815,15.028437,-295.52856,130.96866,35.49762,43.89937,14.650406,22.832565,29.806902,8.90513,25.125,10.357813,8.697507,30.383266,16.291737,17.446074,5.4994926,16.684254,26.633083,44.842655,48.328033,60.23518
female,neutral,-726.7585,46.6224,-3.2128232,2.1592412,-5.93375,-4.686238,-8.642963,-14.10784,-9.158595,-5.6859665,-5.0285354,-8.541237,-6.193597,-1.0537308,-8.682232,-5.66705,-4.192639,-4.2674375,-7.200953,-0.5148642,196.7277,56.124615,33.710396,14.609609,18.894966,11.888005,15.615355,17.044554,12.981145,10.057512,6.126126,9.903356,7.1798606,5.5583134,10.302286,7.4492955,5.4849267,6.749899,8.667515,4.298399,-364.69687,156.2248,80.34993,42.600197,15.514032,22.347015,13.604999,1.6159828,11.359631,13.188676,5.3155494,3.4462802,3.5447767,16.90645,3.3999133,9.360254,5.0491714,5.876152,2.320468,21.022442
female,neutral,-761.6654,57.792286,5.345233,5.8897953,-2.6323338,-2.483999,-3.0029597,-13.6933365,-7.9243484,-0.09443029,-2.1420581,-4.4876823,-3.1700554,0.16084467,-3.726104,-6.7666993,-4.4256363,-2.0859547,-5.2654796,-4.9516754,187.12842,69.475136,24.337135,17.588675,11.863712,13.539095,13.024007,17.285446,11.297202,8.78453,6.3579135,7.5595274,7.1372333,4.0101757,5.6984468,8.534767,7.4540634,4.5707073,6.8424892,6.369323,-474.78052,204.2465,96.71628,63.98278,17.278032,33.15085,30.506876,4.674445,4.214456,22.612293,17.750574,10.408672,10.224089,17.118626,7.1765337,3.570429,12.508087,9.3676815,3.707156,3.7365057
male,angry,-573.46936,49.461838,-5.369772,8.394791,0.89031714,-2.4914043,-3.7082627,-4.484525,-9.296204,-1.4948004,-1.55125,-4.906698,4.089007,-2.4037905,-1.4563208,2.559866,-6.5399165,-1.4404916,-0.5200743,-2.3276877,190.99043,58.528553,20.231045,22.0283,19.79964,18.314102,15.106888,13.458693,16.561583,9.847871,7.756106,10.672049,8.179796,8.970822,6.554933,5.994476,11.2895975,5.387241,6.275379,7.076029,-247.19118,180.70454,35.327778,72.74737,46.171036,35.776413,18.084911,22.284084,8.174729,26.95939,14.8418665,5.708411,38.875202,25.81438,15.742502,24.493603,4.2566833,7.2877827,18.184404,12.3907585
male,happy,-517.75696,48.02012,-10.221419,7.83182,-0.1721484,-2.173067,-10.422512,-9.233612,-17.878963,-4.913381,0.0017016242,-9.143922,0.118756145,-3.859673,-6.9721265,1.756447,-9.52507,-3.8882658,-2.3510926,-4.7555995,178.141,59.3521,25.693033,17.176886,20.396305,18.268585,16.543322,14.189692,20.891912,12.084302,11.146794,12.900264,8.559397,8.752223,10.978039,7.824293,12.188027,7.0381427,8.464319,7.4839625,-227.42838,183.94814,55.589863,65.64084,38.135704,34.825874,17.943161,22.859035,14.224536,15.140468,30.052212,8.048303,29.397755,10.161211,13.097263,23.462475,13.741436,9.039942,20.98785,7.1270256
female,surprise,-574.4497,44.27155,-2.4598038,1.9899764,-3.5078213,-2.124886,4.1538033,-12.103495,-3.743255,-2.8954723,-0.5186645,-4.924257,-2.781954,0.9898853,-2.179297,-2.112016,3.2653422,5.068747,4.0174417,7.1073685,181.70335,63.418877,33.629276,23.410444,22.95448,22.86181,11.164095,22.402775,13.592072,15.96409,11.088627,13.744113,11.6077585,7.2592564,13.242789,12.238544,10.224908,10.312638,13.445491,10.47458,-267.31735,197.41309,66.555824,47.616417,19.9821,25.799358,25.938416,12.062775,17.6011,24.664673,13.423467,9.274436,17.22186,14.408873,46.698532,13.576638,40.010437,50.642506,67.41615,51.845913
female,surprise,-680.0299,37.359367,-14.8735285,4.387551,-8.966158,-7.5625496,-9.875604,-16.452967,-2.3112223,-6.693788,-4.897814,-4.093295,-0.9178703,1.9873624,-1.1785715,-3.1996913,-3.5349762,-3.18305,-3.1785688,-3.1064656,196.15695,54.843575,27.756744,21.951742,19.15685,15.174101,13.862703,20.040346,8.514404,12.945815,11.625667,9.9458275,10.165761,9.57496,9.036571,8.54421,7.1471896,7.8073807,6.3262777,6.235855,-345.04175,169.21188,42.08706,57.821106,22.856632,17.761967,5.1917,9.90318,16.089754,9.117243,21.34477,21.303547,45.560463,43.857853,34.78814,27.325584,11.982048,16.16021,13.740905,9.152778
male,calm,-747.0397,70.07148,17.612688,23.138098,15.820027,10.269398,-0.18146466,-2.9023492,1.5764813,6.6675076,-3.0956657,5.386707,1.2208664,0.7531701,1.8901992,0.7683261,1.7465413,3.6171963,-5.604448,4.614753,162.46812,63.822315,21.29343,19.293463,12.734378,12.039249,10.843928,13.655245,9.949764,8.529747,11.339187,7.212878,8.0701065,7.3196177,5.6333675,7.6535063,4.678393,4.3584905,7.4822273,6.047971,-481.1567,207.45445,68.846176,71.68215,57.38092,29.905499,23.017136,20.684881,19.405378,30.44434,16.01334,26.883732,20.11613,21.537497,17.106209,10.718126,11.387217,17.857986,9.866726,19.870771
female,happy,-472.55554,36.757656,-21.166637,2.7753015,-1.0857036,-11.61751,-1.3894683,-5.019624,-5.9132195,3.4223747,-3.7417018,2.3261838,-4.7027493,0.8143993,3.8492377,1.0147631,4.012499,8.656259,6.105282,9.247599,172.54468,44.814762,34.14786,27.279894,16.168686,19.985073,14.668499,13.722579,16.31907,11.829313,11.8688965,8.68534,14.016865,11.082879,12.394526,11.320617,12.756002,13.837005,15.030116,15.278831,-133.98032,164.67691,32.649742,59.02208,31.897038,12.599636,40.825264,17.942654,23.923958,34.817207,21.451582,27.489077,20.997452,41.71338,66.84131,43.712933,54.107914,61.84797,59.03048,80.292404
female,fear,-573.11676,45.579872,-7.847673,5.714668,4.9645796,-4.4988446,3.5303614,-15.04197,-3.7200437,-0.029788515,-8.739075,-2.8710344,-3.355351,1.9659553,-1.9620849,-2.5082877,-5.212971,1.303849,2.4192405,5.021512,181.27269,52.80992,30.917969,23.88439,11.91344,22.37262,14.668002,21.653881,12.145595,11.875635,15.238759,9.73228,12.362368,6.5185423,10.501486,9.956618,11.671331,8.164595,9.8549385,10.598614,-287.24152,196.70483,62.84635,71.24359,29.430542,25.704334,44.591354,10.088089,29.420267,24.996254,9.117588,13.9601555,10.549459,18.602285,12.046111,13.384941,17.733536,20.37619,21.664501,31.758106
female,happy,-530.68146,33.45049,-21.651714,5.746669,-10.314515,-15.32931,-6.339698,-10.826221,-5.6808586,-3.0208814,-9.400642,3.4745445,-7.526513,-2.8346882,1.2071437,-8.406699,-2.491313,-2.7063928,-4.5594077,0.50172716,184.03,39.965153,37.412342,18.983377,18.96005,19.4339,15.329909,16.914122,10.530303,10.723909,11.951584,8.994803,9.892618,8.537936,6.3855076,11.133805,5.2941256,7.0688868,9.294848,12.066074,-228.17914,141.5481,64.57396,53.010662,31.432262,12.732689,31.443867,25.925467,19.381832,31.60844,14.55912,37.976784,11.492118,18.11351,21.465124,16.461742,9.318219,21.232172,20.279137,68.67533
female,angry,-465.65955,12.013588,-19.443048,-7.2163014,-19.932617,-9.410556,-8.407403,-19.104116,-5.6628065,-9.2455635,-3.6615982,-4.9568334,-3.1268275,2.2680123,-6.1473775,2.7881386,-2.7076645,3.1957276,2.3353975,2.4369657,209.39558,40.25911,38.78875,26.78786,30.809025,15.133757,15.461378,22.311497,11.046794,15.962446,10.249442,13.584318,17.540676,14.829452,15.269875,12.505384,12.778046,14.004305,11.457781,11.366138,-96.665886,134.27582,48.2742,55.634186,27.949097,22.179922,25.554255,7.273618,18.666,17.05812,28.41461,36.291,59.253815,67.25131,50.38556,52.685783,26.94003,55.889824,40.20467,56.827118
female,angry,-542.2605,33.78299,-3.8036227,3.0919855,-9.681707,-6.0237374,-8.644806,-11.424565,-11.615021,-1.2892501,-7.2457585,-5.946874,-3.1478214,-5.415153,-6.079908,-5.4485435,-2.283982,-6.972794,-5.9772744,-2.3868942,193.43295,64.31498,35.964867,25.883272,25.104551,19.665089,16.100348,15.900747,14.615549,9.32747,10.918055,9.08967,6.366872,9.482698,7.2763877,7.3033185,6.4561877,10.386293,9.859044,7.6158266,-208.30518,188.46213,71.51456,77.733734,21.068607,45.45265,30.336472,7.9981637,9.273206,25.037912,16.343744,9.993851,14.643407,13.414294,2.695251,6.3588734,15.487373,8.018088,16.49307,26.791489
male,disgust,-614.9007,59.88457,11.601455,17.549051,11.184234,5.7949705,5.1088877,1.7587535,-2.2189977,4.163989,-0.14656039,-0.03281822,4.6236978,3.0484834,1.0588987,0.94649047,1.1637349,0.7388245,0.50939447,1.5676221,165.21655,67.03065,19.665386,21.561274,16.38084,16.819342,10.365317,9.8713045,14.530245,7.024536,10.02106,10.691678,8.058037,6.710894,6.3183055,6.003426,7.5613885,6.917887,6.3278565,4.384229,-284.73242,226.96024,65.295685,76.35782,62.15117,37.193798,26.89584,15.1482525,16.677242,22.484386,14.593457,19.366219,31.149927,23.113022,8.715332,13.175532,13.646978,15.400518,11.912366,10.480673
female,surprise,-533.9775,34.28267,-6.8140388,2.4528637,-9.102088,-14.345847,-14.975832,-4.984299,-8.458524,-7.266215,-8.1064005,-6.1714664,-7.114113,-2.3196738,-2.0774703,-2.2439733,2.807942,0.3248097,-1.7567556,-1.4207518,179.463,68.44102,30.693018,19.912636,20.094706,23.165512,20.375761,10.05106,12.946326,14.281693,12.592319,10.61111,10.65739,9.492499,12.568463,13.973426,10.683508,11.223892,11.321701,9.014191,-198.79538,210.52307,73.71742,62.068245,26.171846,13.968779,4.7224226,9.931599,6.4182477,25.184582,5.5839734,11.551829,6.808486,33.357445,51.355774,51.038704,51.715836,45.170433,39.972786,28.278286
female,surprise,-475.99533,45.401077,-10.204731,1.4581827,-1.1011555,-7.6377034,-6.307356,-12.698923,-10.170322,-1.4320078,-6.317785,-6.7680016,-0.85706395,-5.4853663,-2.083806,-1.9916574,-3.9225197,-3.461009,-2.0098128,-0.8703844,188.64981,51.839745,26.174953,19.856045,16.006222,19.49847,12.543479,16.799337,13.493072,10.981802,13.884692,12.08115,9.574851,12.345732,8.050207,9.514671,9.999058,8.969404,8.899802,11.624751,-175.35484,171.03955,27.991192,61.783924,30.727467,26.15764,16.779505,14.105717,11.767189,23.993252,18.295845,10.4338875,16.689596,14.812775,16.208504,20.26334,16.232424,18.590391,17.76788,42.34091
female,disgust,-600.2845,25.344883,-7.6191425,0.16359146,-6.323228,-9.356351,-7.489069,-9.378301,-7.3501086,-5.5220227,-4.9046493,-2.9893367,-5.6170526,-2.8488598,-6.4346724,-5.7424374,-4.7479515,-3.1199505,-1.4614882,-1.5372766,167.01884,40.939,25.840311,21.984406,16.398851,17.592379,15.323183,14.971014,10.41275,11.664259,8.982555,6.3474894,7.822653,7.1417885,8.822243,8.342076,7.3291903,9.213748,8.554025,12.871917,-265.48712,151.15472,56.114513,55.92537,25.80036,15.37399,29.33923,20.362663,8.39232,19.073994,16.016972,16.32883,8.392006,24.030708,5.025364,9.595757,14.631496,50.661503,35.84918,46.026554
male,surprise,-524.19714,37.957233,-9.889591,1.5723944,2.6586833,-5.2964277,-11.369534,-8.093489,-9.32877,-4.451603,-2.8211498,-5.7671094,-7.1106215,-4.4053984,-9.164001,-2.4586282,-8.526623,-6.2559776,-2.2493222,0.593903,193.21153,55.3658,30.124697,20.75143,17.081144,17.549414,17.084064,13.951531,15.232837,10.205635,8.892979,10.96501,11.950703,8.7605505,13.577857,8.1019335,12.629668,10.221229,9.6609955,9.264673,-191.3401,180.01639,62.042595,66.18814,50.02089,37.81797,10.751726,8.264064,7.546685,11.514019,21.102398,11.57876,9.985971,9.928579,6.720007,14.180744,5.1588454,11.907111,26.475754,47.459564
male,disgust,-536.0109,38.65566,4.1223936,10.077127,-2.8295398,-0.46897548,-5.9358606,-11.744131,-8.169708,-10.245455,0.24084865,-5.719638,-5.72247,2.4212162,-4.8005276,2.4096022,-2.4116263,3.055391,2.320677,4.0333924,144.64886,51.63882,28.146511,20.23798,21.06589,18.512426,17.59539,15.571838,13.277757,14.096716,10.389048,9.601499,9.945842,8.493512,11.361403,7.1417856,11.806304,12.978949,12.582992,8.776517,-308.6111,169.53891,76.09101,62.23476,40.69776,42.68083,32.183308,10.578217,11.401063,11.127351,40.31571,18.943878,9.595806,26.108534,18.845976,20.119034,38.142418,67.01851,61.013374,44.049793
female,sad,-626.1462,47.94139,-9.495059,1.1257536,2.470953,-6.9176617,-10.231541,-9.482228,-13.8571825,-1.332145,-4.1820083,-8.551516,-1.6921126,-3.6575637,0.6299639,-5.1198573,-6.9971538,-1.9670953,-5.5301347,-3.0866678,159.57724,53.438663,20.720896,23.804981,19.436039,14.394875,16.493383,13.40011,16.399616,11.184063,9.793846,9.959307,7.900132,12.299372,5.5964327,8.941884,8.510087,6.4122972,7.8413363,7.0162377,-354.43454,177.496,64.87456,58.46486,38.50946,16.71177,18.128119,27.75808,14.873326,26.362057,13.511528,7.770311,32.204327,21.290607,15.057884,20.296217,9.878175,12.69701,8.806805,19.698774
female,fear,-376.22406,5.668153,-49.888977,-12.137798,-16.2629,-22.261309,-18.829643,-3.7612352,-4.0016885,20.488117,11.18381,6.0422535,1.8064845,-7.6966286,-9.7748785,0.8444589,2.239705,1.6709427,-2.877666,3.3189025,134.37627,26.046238,48.848606,26.07245,21.096542,23.472155,14.93541,13.241702,12.917973,27.42612,23.56938,18.355495,17.406454,19.786774,12.287773,9.516406,9.481285,10.000172,10.315925,16.170382,-170.02992,86.733315,6.706134,28.566223,12.735827,11.180494,6.920704,31.130825,20.004677,77.57862,61.34233,49.858208,58.149334,21.532494,17.957975,30.417624,30.477055,24.95637,43.385918,51.805946
female,neutral,-709.3892,32.52046,-5.224922,6.45404,-5.543657,-8.129784,-7.8165636,-12.571193,-3.795336,-4.843219,-3.8683739,-5.657686,-4.462496,-0.9633816,-8.223983,-3.974328,-3.776526,-3.3136804,-3.004222,-3.469508,191.4955,53.230137,24.779278,18.573631,18.091309,18.251354,16.310446,16.867426,10.125463,9.158443,8.003435,9.162329,10.390445,4.7654934,10.418522,7.882155,6.700791,5.8215404,5.370756,7.33525,-395.09116,191.83908,35.160843,58.811813,24.520594,23.323177,23.31714,18.827682,20.489853,16.193657,14.914671,11.994848,20.624458,11.906598,3.6876512,10.8469715,10.410883,12.180822,6.154969,10.698762
female,fear,-550.81915,37.23245,-5.9668612,4.732355,-2.0085783,-9.404682,-14.451253,-14.265599,-8.41446,0.7587998,-12.590665,-7.83936,1.5324708,-6.720425,-6.0384617,-4.286007,-5.6396213,-3.1163666,-4.289155,-4.300075,152.08282,64.89276,26.66182,23.397482,13.597471,18.519682,17.543346,15.491603,13.333204,10.402269,12.936466,9.900704,10.393615,10.601952,8.030637,7.495101,6.939044,7.0335236,8.906805,11.731292,-308.46503,197.381,73.96942,76.096535,26.76501,18.142838,8.843263,1.4039872,10.128787,30.081667,1.6021531,7.769721,27.774529,11.817621,11.312529,13.651036,10.093897,23.873856,19.32701,29.006247
male,disgust,-575.07367,56.146996,-3.7745788,16.216343,10.427883,-7.1415825,1.6329734,-3.568083,-8.6620455,4.0399084,0.78142387,-3.5523064,-0.40952623,1.2402084,-0.973531,-0.8134146,-5.680774,0.4736198,-2.9877746,-1.7892863,218.1427,69.66093,29.450687,29.10564,19.308086,31.866156,15.070943,15.316852,15.444712,10.74472,13.469289,9.347425,7.097459,7.7003393,7.899439,8.339024,9.403007,5.952939,6.7494254,5.783843,-238.01459,181.98427,46.67695,77.35187,65.80722,37.957527,48.569614,18.417564,11.709445,32.60022,28.702469,16.98349,17.145391,33.446503,15.86564,13.587952,5.5978103,19.955921,13.946436,15.8601265
